date,STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (Âµmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
2012-07-23,2443,GAUTAMINANGODAVARI RIVER,PONDICHERRY,25.0,6.8,8.1,1516.0,1.8965,0.28,233.0,465.0,2012
2012-07-24,1450,PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK,TAMILNADU,27.0,6.8,7.5,890.0,2.1,0.51,274.0,589.0,2012
2012-07-25,1159,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINASAM,TAMILNADU,23.0,7.3,7.6,160.0,1.9,0.06,32.0,89.0,2012
2012-07-26,1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY",TAMILNADU,25.0,7.0,7.7,111.0,2.2,0.08,53.0,131.0,2012
2012-07-27,1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE",TAMILNADU,26.0,6.7,7.7,139.0,3.1,0.22,123.0,300.0,2012
2012-07-28,1162,TAMBIRAPARANI AT MURAPPANADU,TAMILNADU,29.0,7.2,7.2,288.0,2.1,0.14,33.0,91.0,2012
2012-08-01,1328,TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU,24.0,7.0,7.1,95.0,1.9,0.08,47.0,118.0,2012
2012-08-03,1329,TAMBIRAPARANI AT RAIL BDG. ,TAMILNADU,24.0,7.0,7.5,84.0,1.7,0.06,32.0,87.0,2012
2012-08-04,1330,TAMBIRAPARANI AT ARUMUGANERI,TAMILNADU,29.0,7.4,7.0,3101.0,15.6,0.15,76.0,174.0,2012
2012-08-05,3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI",TAMILNADU,29.0,7.2,7.3,510.0,2.9,0.08,46.0,123.0,2012
2012-08-06,3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI",TAMILNADU,24.0,7.1,7.4,88.0,1.8,0.07,34.0,90.0,2012
2012-08-07,3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI",TAMILNADU,29.0,7.2,6.9,338.0,3.8,0.07,44.0,104.0,2012
2012-08-08,3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI",TAMILNADU,26.0,6.7,7.6,162.0,3.3,0.16,90.0,249.0,2012
2012-08-10,3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI",TAMILNADU,27.0,6.7,7.6,182.0,4.1,0.15,92.0,251.0,2012
2012-08-11,1885,GHAGGAR AT D/S OF SURAJPUR,HARYANA,27.0,6.8,8.0,414.0,3.1,0.88,233.0,465.0,2012
2012-08-12,1023,GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA),PUNJAB,21.0,5.5,7.4,635.0,8.8,5.08,1400.0,5500.0,2012
2012-08-13,1024,GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB,24.0,5.5,7.4,1051.0,25.0,6.8,32000.0,63000.0,2012
2012-08-14,1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI",PUNJAB,21.0,5.3,7.3,636.0,9.9,5.0,2150.0,10000.0,2012
2012-08-15,1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.)",PUNJAB,24.0,5.1,7.4,993.0,21.9,6.63,36250.0,57750.0,2012
2012-08-16,1698,GHAGGAR AT D/S CHHATBIR,PUNJAB,21.0,5.3,7.5,632.0,13.5,5.08,20000.0,34750.0,2012
2012-08-17,1699,GHAGGAR AT U/S DHAKANSU NALLAH,PUNJAB,18.0,4.9,7.4,973.0,17.5,4.77,22000.0,40667.0,2012
2012-08-18,1700,GHAGGAR AT D/S DHAKANSU NALLAH,PUNJAB,22.0,4.3,7.5,1156.0,24.5,7.65,33750.0,65000.0,2012
2012-08-19,1701,GHAGGAR AT D/S JHARMAL NADI,PUNJAB,22.0,4.8,7.4,904.0,26.0,8.6,31750.0,55000.0,2012
2012-08-20,1703,GHAGGAR AT MOONAK,PUNJAB,24.0,5.3,7.4,1290.0,26.9,8.1,36250.0,66250.0,2012
2012-08-21,1704,GHAGGAR AT D/S SARDULGARH,PUNJAB,22.0,4.9,7.4,990.0,27.8,6.78,19000.0,40500.0,2012
2012-08-22,1705,GHAGGAR AT U/S SARDULGARH,PUNJAB,22.0,5.2,7.4,914.0,20.5,6.18,14750.0,29500.0,2012
2012-08-23,1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD",HARYANA,27.0,6.4,7.9,1808.0,21.0,5.9,233.0,465.0,2012
2012-08-24,1026,GHAGGAR GHNAN2 AT CHANDARPUR ,HARYANA,27.0,6.6,7.8,1302.0,18.0,0.52,233.0,465.0,2012
2012-08-25,1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL ,HARYANA,27.0,6.4,8.0,1286.0,19.5,0.52,233.0,465.0,2012
2012-08-26,1718,GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629,RAJASTHAN,33.0,4.8,7.5,280.0,2.4,0.72,3.0,4.0,2012
2012-08-27,1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR",HIMACHAL PRADESH,20.0,7.7,7.4,344.0,1.2,0.37,9.0,19.0,2012
2012-08-28,2624,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,20.0,7.3,7.0,310.0,1.4,0.38,13.0,22.0,2012
2012-09-01,2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,20.0,7.1,7.7,303.0,1.5,0.34,13.0,23.0,2012
2012-09-02,1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN",HIMACHAL PRADESH,18.0,6.2,7.5,788.0,41.5,4.08,105.0,235.0,2012
2012-09-03,2947,"JAWAI AT JAWAI DAM, SIROHI",RAJASTHAN,24.0,6.0,8.3,468.0,1.4,0.43,5.0,16.0,2012
2012-09-04,1717,"KODRA DAM, MOUNT ABU",RAJASTHAN,19.0,5.9,7.3,234.0,1.5,0.36,4.0,12.0,2012
2012-09-05,2948,"BANDI AT HEMAWAS DAM, PAL",RAJASTHAN,23.0,6.4,8.0,527.0,1.2,0.35,5.0,21.0,2012
2012-09-06,2949,"RIVER LUNI AT RANAKPUR DAM, RANAKPUR, PALI",RAJASTHAN,24.0,5.9,7.9,796.0,1.5,0.48,4.0,14.0,2012
2012-09-07,3305,"BANJAR AT MALANJKHAND NR W/S INTAKE POINT, JABALPUR",MADHYA PRADESH,23.0,7.3,7.4,388.0,2.1,0.58,233.0,46.0,2012
2012-09-08,2869,BARAK RIVER AT SENAPATI DISTT,MANIPUR,28.0,8.5,7.5,166.0,2.7,0.52,233.0,31.0,2012
2012-09-09,2838,"BARAK RIVER NR NONEY VILL., TAMENGLONG",MANIPUR,29.0,8.9,7.0,125.0,1.9,0.52,233.0,45.0,2012
2012-09-11,2868,"CHAKPIAT CHAKPIKARONG, CHANDEL",MANIPUR,30.0,8.0,7.8,144.0,2.1,0.52,233.0,51.0,2012
2012-09-13,1424,IMPHAL AT MAHABALI,MANIPUR,30.0,7.5,7.7,87.0,1.2,0.52,233.0,54.0,2012
2012-09-15,1457,IMPHAL AT KOIRENGEI,MANIPUR,28.0,8.5,7.6,84.0,2.0,0.52,233.0,16.0,2012
2012-09-16,1627,IMPHAL AT KYAMGEI,MANIPUR,29.0,8.4,7.5,103.0,1.9,0.52,233.0,75.0,2012
2012-09-17,1628,IMPHAL AT MINUTHONG,MANIPUR,30.0,8.7,7.2,117.0,3.2,0.52,233.0,52.0,2012
2012-09-18,2861,"IMPHAL AT KANGLA MOAT, IMPHAL WEST",MANIPUR,29.0,6.5,7.7,287.0,8.2,0.52,233.0,114.0,2012
2012-09-19,2862,"IMPHAL AT SAMUROU, IMPHAL WEST",MANIPUR,28.0,8.6,7.5,130.0,4.6,0.52,233.0,39.0,2012
2012-09-20,2864,"IMPHAL AT SEKMAI, IMPHAL EAST",MANIPUR,28.0,8.9,7.5,109.0,1.2,0.52,233.0,33.0,2012
2012-09-21,2874,IRANG RIVER AT TAMENGLONG ,MANIPUR,30.0,9.8,8.4,246.0,1.2,0.52,233.0,10.0,2012
2012-09-24,1458,IRIL AT PORAMPET,MANIPUR,28.0,7.6,7.5,147.0,1.3,0.52,233.0,30.0,2012
2012-09-26,1624,IRIL AT LILONG,MANIPUR,29.0,8.7,7.6,202.0,1.2,0.52,233.0,60.0,2012
2012-09-27,2863,"IRIL AT KANGLA SIPHAI, IMPHAL EAST",MANIPUR,28.0,8.4,7.4,177.0,2.4,0.52,233.0,48.0,2012
2012-09-28,2873,"IRIL RIVER AT LILONG, UKHRUL",MANIPUR,29.0,8.7,7.6,203.0,2.5,0.52,233.0,59.0,2012
2012-10-01,2865,"JIRI RIVER AT JIRIMUKH JIRIBAM, IMPHAL EAST",MANIPUR,32.0,8.2,7.4,120.0,1.9,0.52,233.0,46.0,2012
2012-10-04,2866,"JIRI RIVER AT JIRI, IMPHAL EAST",MANIPUR,32.0,8.0,7.2,110.0,1.4,0.52,233.0,80.0,2012
2012-10-05,1925,KHUGA RIVER (CHURACHANDPUR),MANIPUR,30.0,8.4,7.6,213.0,1.5,0.52,233.0,20.0,2012
2012-10-06,2877,"KHUGA DAM ON KHUGA R, CHURACHANDPUR",MANIPUR,29.0,9.4,7.8,174.0,1.0,0.52,233.0,16.0,2012
2012-10-08,1926,"KHUJAIROK, MOREH (CHANDEL)",MANIPUR,31.0,8.1,8.0,244.0,2.4,0.52,233.0,73.0,2012
2012-10-10,2878,LOKCHAO RIVER AT BISHNUPUR,MANIPUR,29.0,8.1,8.0,162.0,1.8,0.52,233.0,26.0,2012
2012-10-11,2867,MAHA RIVER AT CHANDEL,MANIPUR,30.0,8.7,7.6,163.0,2.6,0.52,233.0,24.0,2012
2012-10-12,2852,"MANIPUR AT SEKMAIJAN, THOUBAL",MANIPUR,29.0,8.7,7.6,143.0,1.9,0.52,233.0,58.0,2012
2012-10-15,2857,MANIPUR RIVER AT THOUBAL,MANIPUR,30.0,9.2,7.6,208.0,1.9,0.52,233.0,30.0,2012
2012-10-16,2879,ETHAI BARRAGE ON MANIPUR R AT BISHNUPUR,MANIPUR,29.0,8.3,7.7,158.0,2.0,0.52,233.0,48.0,2012
2012-10-17,1625,NAMBUL RIVER AT HUMP BRIDGE,MANIPUR,29.0,5.9,7.1,338.0,6.6,0.52,233.0,522.0,2012
2012-10-18,1626,NAMBUL AT HEIRANGOITHONG,MANIPUR,30.0,4.3,7.4,269.0,12.3,0.52,233.0,412.0,2012
2012-10-19,2858,"NAMBUL RIVER AT SAMUSANG,IMPHAL WEST",MANIPUR,29.0,8.2,7.1,109.0,3.3,0.52,233.0,12.0,2012
2012-10-22,2860,"NAMBUL AT NAOREMTHONG, IMPHAL WEST",MANIPUR,29.0,7.4,7.1,116.0,2.7,0.52,233.0,55.0,2012
2012-10-24,2880,NAMBUL RIVER AT BISHNUPUR,MANIPUR,28.0,8.2,7.6,112.0,2.1,0.52,233.0,31.0,2012
2012-10-25,1927,"SEKMAI R, KAKCHING (THOUBAL)",MANIPUR,29.0,8.5,7.5,169.0,3.6,0.52,233.0,41.0,2012
2012-10-28,2854,"THOUBAL R AT PHADOM, THOUBAL",MANIPUR,29.0,8.9,7.6,221.0,1.7,0.52,233.0,30.0,2012
2012-11-01,2856,"THOUBAL RIVER AT YAIRIPOK, THOUBAL",MANIPUR,30.0,9.3,7.6,193.0,2.3,0.52,233.0,41.0,2012
2012-11-02,2870,"THOUBAL  AT SHONG KONG, UKHRUL",MANIPUR,28.0,9.1,7.3,217.0,3.9,0.52,233.0,67.0,2012
2012-11-03,2871,"THOUBAL  AT YONGUL KONG, UKHRUL",MANIPUR,28.0,7.9,7.3,131.0,0.8,0.52,233.0,38.0,2012
2012-11-04,2872,"THOUBAL AT LITAN, UKHRUL",MANIPUR,29.0,8.7,7.4,176.0,2.2,0.52,233.0,36.0,2012
2012-11-05,2855,"WANGJING AT HEIROK, THOUBAL",MANIPUR,30.0,8.1,7.3,199.0,2.2,0.52,233.0,56.0,2012
2012-11-06,2876,"WANGJING RIVER AT WANGJING, THOUBAL",MANIPUR,30.0,8.2,7.4,170.0,2.2,0.52,233.0,39.0,2012
2012-11-07,3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA,25.0,7.7,7.2,95.0,1.8,2.67,22.0,50.0,2012
2012-11-08,3384,"BUGI AT DALU, SOUTH GARO HILLS",MEGHALAYA,25.0,7.6,7.2,92.0,2.5,2.41,20.0,45.0,2012
2012-11-09,3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA,25.0,9.9,7.2,65.0,1.5,2.31,21.0,55.0,2012
2012-11-10,1632,GANOL RIVER TURA,MEGHALAYA,24.0,7.6,7.4,93.0,2.1,2.89,276.0,408.0,2012
2012-11-13,3370,"KYNSHI  AT NANGKHNUM, WEST KHASI HILLS",MEGHALAYA,17.0,7.7,7.1,45.0,1.4,2.89,9.0,22.0,2012
2012-11-14,3371,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA,23.0,8.3,7.0,59.0,1.7,2.86,16.0,33.0,2012
2012-11-16,3376,LUKHA RIVER AT SUNAPUR (TRIBUTARY OF LUNAR),MEGHALAYA,25.0,7.7,6.3,250.0,2.1,3.88,180.0,326.0,2012
2012-11-19,3381,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",MEGHALAYA,25.0,8.8,7.3,37.0,1.5,1.62,15.0,35.0,2012
2012-11-20,3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA,25.0,7.3,7.3,72.0,2.0,1.65,17.0,36.0,2012
2012-11-21,3377,"MYNTANG RIVER AT NARTIANG, JAYANTIA HILLS",MEGHALAYA,20.0,7.5,7.0,38.0,1.7,2.2,18.0,40.0,2012
2012-11-22,3378,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA,22.0,7.8,7.1,44.0,1.6,2.62,15.0,33.0,2012
2012-11-23,1631,MYNTDU RIVER JOWAI,MEGHALAYA,20.0,7.0,7.0,100.0,2.4,3.03,1967.0,2600.0,2012
2012-11-24,3379,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA,21.0,7.5,6.3,52.0,1.7,0.82,7.0,21.0,2012
2012-11-25,3368,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,17.0,7.5,7.1,39.0,1.4,2.88,12.0,22.0,2012
2012-11-26,3372,"RILANG AT MAWKYRWAT, WEST KHASI HILLS",MEGHALAYA,17.0,8.0,7.1,41.0,1.4,3.35,10.0,25.0,2012
2012-11-27,1633,SIMSANG RIVER WILLIAMNAGAR,MEGHALAYA,24.0,7.9,7.3,93.0,1.7,5.02,295.0,418.0,2012
2012-11-28,3353,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MEGHALAYA,18.0,7.5,6.9,69.0,1.9,4.92,20.0,49.0,2012
2012-12-01,3354,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA,18.0,7.9,7.2,46.0,1.7,2.72,20.0,45.0,2012
2012-12-02,3355,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA,18.0,8.0,7.2,42.0,1.4,2.47,5.0,31.0,2012
2012-12-03,3356,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA,25.0,7.7,7.1,101.0,1.5,3.42,16.0,43.0,2012
2012-12-04,3350,UMKHEN AT WAHKDAIT,MEGHALAYA,19.0,7.2,7.1,49.0,1.6,2.86,17.0,40.0,2012
2012-12-05,3351,UMKHEN AT KSEHPONGDENG,MEGHALAYA,21.0,8.2,7.1,49.0,1.2,2.81,15.0,32.0,2012
2012-12-06,3352,"UMKHEN AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA,21.0,7.8,7.1,58.0,1.5,2.97,19.0,43.0,2012
2012-12-07,3360,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",MEGHALAYA,18.0,4.9,7.1,182.0,14.2,11.61,10417.0,15500.0,2012
2012-12-08,3362,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",MEGHALAYA,19.0,2.5,7.1,382.0,37.2,11.81,53083.0,87167.0,2012
2012-12-09,3357,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MEGHALAYA,18.0,8.0,7.0,48.0,1.4,3.8,17.0,41.0,2012
2012-12-10,3358,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",MEGHALAYA,24.0,8.4,7.1,48.0,1.2,3.08,18.0,45.0,2012
2012-12-11,3363,"UMSHYRPI AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA,17.0,6.8,6.6,49.0,1.9,3.07,18.0,38.0,2012
2012-12-12,3365,"UMSHYRPI AT UMSHYRPI BDG, EAST KHASI HILLS",MEGHALAYA,19.0,4.0,7.1,194.0,22.4,10.47,29500.0,45250.0,2012
2012-12-15,1427,UMTREW AT BYRNIHAT EAST,MEGHALAYA,24.0,7.7,7.2,107.0,6.6,3.02,285.0,425.0,2012
2012-12-17,3366,"UMTREW RIVER AT UMRAN, RINAN BHOI",MEGHALAYA,22.0,7.6,7.1,51.0,2.0,2.6,37.0,81.0,2012
2012-12-18,3373,"WAH BLEI AT RIANGDO, WEST KHASI HILLS",MEGHALAYA,20.0,7.7,7.1,46.0,1.6,3.93,8.0,22.0,2012
2012-12-19,3374,"WAH BLEI AT SHDADDKHAR, WEST KHASI HILLS",MEGHALAYA,20.0,7.7,7.1,49.0,1.9,3.89,11.0,26.0,2012
2012-12-20,2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,24.0,6.5,7.4,297.0,1.0,0.13,26.0,438.0,2012
2012-12-21,2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,24.0,6.3,7.5,287.0,0.9,0.14,5.0,204.0,2012
2012-12-22,2052,TUIRIAL UPPER CATCHMENT,MIZORAM,24.0,6.5,7.2,375.0,1.1,0.17,33.0,625.0,2012
2012-12-23,2053,TUIRIAL LOWER CATCHMENT,MIZORAM,24.0,6.9,6.9,349.0,1.1,0.18,38.0,503.0,2012
2012-12-24,1403,GUMTI AT U/S SOUTH TRIPURA,TRIPURA,28.0,6.6,7.8,165.0,1.6,0.52,268.0,316.0,2012
2012-12-25,1404,GUMTI AT D/S SOUTH TRIPURA,TRIPURA,28.0,6.4,8.0,155.0,3.9,0.5,512.0,516.0,2012
2012-12-27,1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER",TRIPURA,27.0,6.5,8.0,168.0,4.2,0.99,488.0,616.0,2012
2013-01-01,1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",GUJARAT,27.1,7.3,7.9,693.0,0.5,1.0,161.0,173.0,2013
2013-01-02,1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN), GUJARAT",GUJARAT,27.3,5.0,7.6,1676.0,1.8,8.0,329.0,174.0,2013
2013-01-03,1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",GUJARAT,24.5,6.0,7.7,1863.0,8.6,1.0,47.0,1183.0,2013
2013-01-05,1149,"KOLAK AT PATALIA BDG., GUJARAT",GUJARAT,27.5,5.3,7.8,817.0,2.8,1.0,9.0,23.0,2013
2013-01-07,1860,BALEHWAR KHADI AT N.H. NO 8,GUJARAT,28.4,4.5,8.3,1287.0,1.5,11.0,116.0,5.0,2013
2013-01-08,2082,TRIVENI SANGAM,GUJARAT,27.0,6.7,7.3,198.0,1.8965,0.0,233.0,2.0,2013
2013-01-09,1148,"AMBIKA AT BILIMORA, GUJARAT",GUJARAT,27.6,6.8,8.2,1862.0,2.5,0.87,7.0,64.0,2013
2013-01-11,3205,"UPSTREAM OF RIVER VISHWAMITRI AT ASOD BRIDGE AT N.H. 8 , NEAR GLDEN CHOKDI, ASOD VEMALI ROAD",GUJARAT,27.0,5.0,8.0,198.0,0.7,0.0,233.0,465.0,2013
2013-01-12,3204,"DOWNSTREAM OF RIVER VISHWAMITRI AT KHALIPUR VILLAGE, BEFORE MEETING JAMBUVA RIVER",GUJARAT,27.0,3.0,7.7,198.0,0.4,0.0,233.0,465.0,2013
2013-01-13,1862,KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,GUJARAT,27.0,6.7,8.1,2520.0,7.2,1.0,6.0,41.0,2013
2013-01-15,2072,RIVER BHOGAVO D/S OF SURENDRANAGAR,GUJARAT,29.0,8.2,8.4,606.0,2.9,0.0,233.0,465.0,2013
2013-01-16,,,,27.0,6.7,7.3,198.0,1.8965,0.52,233.0,465.0,2013
2013-01-17,1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,30.0,5.6,7.5,41.0,2.0,0.08,7022.0,13410.0,2013
2013-01-18,1475,ZUARI AT PANCHAWADI,GOA,30.4,5.5,6.7,209.0,0.8,0.17,1893.0,2915.0,2013
2013-01-20,3181,RIVER ZUARI AT BORIM BRIDGE,GOA,30.8,5.5,7.1,123.0,1.5,0.09,3293.0,6264.0,2013
2013-01-21,3182,RIVER ZUARI AT MARCAIM JETTY,GOA,30.3,5.3,7.3,182.0,1.5,0.08,1976.0,3080.0,2013
2013-01-22,1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",GOA,30.1,6.0,7.6,100.0,1.2,0.17,5129.0,6086.0,2013
2013-01-25,1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA,29.9,5.7,6.9,111.0,1.0,0.14,939.0,3061.0,2013
2013-01-26,3185,RIVER MANDOVI AT AMONA BRIDGE,GOA,29.1,6.4,7.1,140.0,1.1,0.1,4464.0,7908.0,2013
2013-01-27,3186,RIVER MANDOVI AT IFFI JETTY,GOA,29.9,6.2,7.8,44.0,2.0,0.06,9429.0,9320.0,2013
2013-02-01,3187,RIVER MANDOVI NEAR HOTEL MARRIOT,GOA,29.8,6.1,7.6,43.0,1.8,0.06,6668.0,9554.0,2013
2013-02-02,1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",GOA,27.9,7.0,6.9,64.0,1.1,0.09,1641.0,2841.0,2013
2013-02-06,1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,28.2,6.6,6.5,62.0,1.0,0.14,4073.0,7190.0,2013
2013-02-07,2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",GOA,29.6,7.0,6.8,304.0,2.0,0.49,12140.0,23867.0,2013
2013-02-08,2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",GOA,28.8,7.0,7.0,55.0,1.2,0.66,1298.0,2813.0,2013
2013-02-10,3189,RIVER CHAPORA AT SIOLIM,GOA,29.5,6.3,7.6,213.0,1.5,0.06,3803.0,7069.0,2013
2013-02-12,1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",GOA,29.8,6.7,6.8,83.0,1.2,0.17,2140.0,3559.0,2013
2013-02-13,2270,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",GOA,29.7,7.1,6.6,76.0,1.0,0.12,2367.0,3527.0,2013
2013-02-14,2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",GOA,28.7,6.7,6.6,107.0,1.3,0.22,2461.0,3757.0,2013
2013-02-15,1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",GOA,27.9,7.2,6.7,89.0,0.9,0.06,832.0,1996.0,2013
2013-02-17,2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,GOA,29.3,4.2,6.7,192.0,2.0,0.16,4448.0,9286.0,2013
2013-02-18,2271,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",GOA,28.6,6.3,6.6,79.0,1.6,0.19,2830.0,6054.0,2013
2013-02-20,2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA,29.8,5.6,7.7,142.0,1.7,0.14,1831.0,3644.0,2013
2013-02-21,3183,"RIVER SAL AT KHAREBAND, MARGAO",GOA,28.6,2.8,6.4,424.0,3.2,0.35,12658.0,21036.0,2013
